No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
7152,TBCPU,Thunder Bridge Capital Partners III Inc.,Financial,Shell Companies,USA,-,-,9.87,-0.30%,"4,738"
7153,TBF,ProShares Short 20+ Year Treasury,Financial,Exchange Traded Fund,USA,-,-,16.22,2.08%,"1,250,329"
7154,TBI,"TrueBlue, Inc.",Industrials,Staffing & Employment Services,USA,961.04M,24.49,27.38,3.59%,"399,145"
7155,TBIO,"Translate Bio, Inc.",Healthcare,Biotechnology,USA,2.88B,75.81,37.98,0.00%,0
7156,TBK,"Triumph Bancorp, Inc.",Financial,Banks - Regional,USA,2.18B,19.50,88.37,3.72%,"133,621"
7157,TBLA,Taboola.com Ltd.,Communication Services,Internet Content & Information,USA,2.29B,-,8.75,1.86%,"410,798"
7158,TBLT,"ToughBuilt Industries, Inc.",Industrials,Tools & Accessories,USA,72.04M,-,0.52,2.25%,"1,719,777"
7159,TBNK,Territorial Bancorp Inc.,Financial,Banks - Regional,USA,233.44M,12.13,24.94,0.20%,"49,215"
7160,TBPH,"Theravance Biopharma, Inc.",Healthcare,Biotechnology,Cayman Islands,502.61M,-,7.09,-1.80%,"471,330"
7161,TBT,ProShares UltraShort 20+ Year Treasury,Financial,Exchange Traded Fund,USA,-,-,17.38,4.32%,"6,428,497"
7162,TBX,ProShares Short 7-10 Year Treasury,Financial,Exchange Traded Fund,USA,-,-,24.27,0.85%,"77,934"
7163,TC,TuanChe Limited,Communication Services,Internet Content & Information,China,57.16M,-,2.74,18.15%,"354,392"
7164,TCACU,Tuatara Capital Acquisition Corporation,Financial,Shell Companies,USA,-,-,9.91,0.00%,202
7165,TCBI,"Texas Capital Bancshares, Inc.",Financial,Banks - Regional,USA,2.96B,12.02,58.42,4.43%,"373,016"
7166,TCBIO,"Texas Capital Bancshares, Inc.",Financial,Banks - Regional,USA,-,-,26.61,0.04%,"42,154"
7167,TCBK,TriCo Bancshares,Financial,Banks - Regional,USA,1.24B,12.15,41.98,3.81%,"114,695"
7168,TCDA,"Tricida, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,234.32M,-,4.47,3.00%,"36,815"
7169,TCFC,The Community Financial Corporation,Financial,Banks - Regional,USA,198.92M,9.16,35.27,0.20%,"4,819"
7170,TCHP,T. Rowe Price Blue Chip Growth ETF,Financial,Exchange Traded Fund,USA,-,-,33.48,1.13%,"18,932"
7171,TCI,"Transcontinental Realty Investors, Inc.",Real Estate,REIT - Diversified,USA,365.82M,-,39.85,17.21%,"43,535"
7172,TCMD,"Tactile Systems Technology, Inc.",Healthcare,Medical Devices,USA,848.01M,65.84,45.69,1.15%,"60,478"
7173,TCOM,Trip.com Group Limited,Consumer Cyclical,Travel Services,China,36.69B,6.29,29.32,1.38%,"2,757,817"
7174,TCON,"TRACON Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,84.50M,-,4.34,8.23%,"199,667"
7175,TCPC,BlackRock TCP Capital Corp.,Financial,Asset Management,USA,796.09M,4.26,13.62,0.59%,"176,457"
7176,TCRR,TCR2 Therapeutics Inc.,Healthcare,Biotechnology,USA,540.30M,-,8.99,-3.23%,"1,041,608"
7177,TCRX,"TScan Therapeutics, Inc.",Healthcare,Biotechnology,USA,198.79M,-,7.69,24.64%,"870,093"
7178,TCS,"The Container Store Group, Inc.",Consumer Cyclical,Specialty Retail,USA,548.76M,5.92,10.86,2.36%,"324,437"
7179,TCTL,Premise Capital Diversified Tactical ETF,Financial,Exchange Traded Fund,USA,-,-,33.55,0.93%,"2,234"
7180,TCVA,TCV Acquisition Corp.,Financial,Shell Companies,USA,402.78M,-,9.80,0.51%,"90,591"
7181,TCX,Tucows Inc.,Technology,Software - Infrastructure,Canada,807.83M,121.74,76.21,1.10%,"9,320"
7182,TD,The Toronto-Dominion Bank,Financial,Banks - Diversified,Canada,121.19B,9.84,65.73,2.10%,"1,180,085"
7183,TDAC,Trident Acquisitions Corp.,Financial,Shell Companies,USA,150.98M,-,12.54,3.21%,"150,463"
7184,TDC,Teradata Corporation,Technology,Information Technology Services,USA,5.99B,60.54,54.18,2.34%,"590,979"
7185,TDF,"Templeton Dragon Fund, Inc.",Financial,Closed-End Fund - Foreign,USA,611.52M,2.04,18.09,-0.55%,"64,095"
7186,TDG,TransDigm Group Incorporated,Industrials,Aerospace & Defense,USA,34.86B,74.63,638.19,1.45%,"280,554"
7187,TDIV,First Trust NASDAQ Technology Dividend Index Fund,Financial,Exchange Traded Fund,USA,-,-,58.21,0.62%,"31,052"
7188,TDOC,"Teladoc Health, Inc.",Healthcare,Health Information Services,USA,21.00B,-,138.80,0.09%,"1,544,282"
7189,TDS,"Telephone and Data Systems, Inc.",Communication Services,Telecom Services,USA,2.04B,13.20,19.33,1.52%,"598,464"
7190,TDSA,Cabana Target Drawdown 5 ETF,Financial,Exchange Traded Fund,USA,-,-,25.93,0.19%,"24,844"
7191,TDSB,Cabana Target Drawdown 7 ETF,Financial,Exchange Traded Fund,USA,-,-,26.21,0.38%,"70,045"
7192,TDSC,Cabana Target Drawdown 10 ETF,Financial,Exchange Traded Fund,USA,-,-,27.50,0.55%,"164,901"
7193,TDSD,Cabana Target Drawdown 13 ETF,Financial,Exchange Traded Fund,USA,-,-,28.74,0.98%,"66,939"
7194,TDSE,Cabana Target Drawdown 16 ETF,Financial,Exchange Traded Fund,USA,-,-,29.03,1.29%,"45,220"
7195,TDTF,FlexShares iBoxx 5-Year Target Duration TIPS Index Fund,Financial,Exchange Traded Fund,USA,-,-,27.93,-0.25%,"55,514"
7196,TDTT,FlexShares iBoxx 3-Year Target Duration TIPS Index Fund,Financial,Exchange Traded Fund,USA,-,-,26.28,0.02%,"459,181"
7197,TDUP,ThredUp Inc.,Consumer Cyclical,Internet Retail,USA,2.00B,-,20.63,3.41%,"1,383,630"
7198,TDV,ProShares S&P Technology Dividend Aristocrats ETF,Financial,Exchange Traded Fund,USA,-,-,61.56,1.60%,"4,245"
7199,TDW,Tidewater Inc.,Energy,Oil & Gas Equipment & Services,USA,480.93M,-,11.50,3.60%,"125,799"
7200,TDY,Teledyne Technologies Incorporated,Technology,Scientific & Technical Instruments,USA,20.42B,44.86,433.08,1.36%,"221,098"
7201,TEAF,Ecofin Sustainable and Social Impact Term Fund,Financial,Asset Management,USA,193.19M,-,14.32,0.63%,"39,346"
7202,TEAM,Atlassian Corporation Plc,Technology,Software - Application,Australia,103.01B,-,409.60,0.79%,"1,210,777"
7203,TECB,iShares U.S. Tech Breakthrough Multisector ETF,Financial,Exchange Traded Fund,USA,-,-,43.25,1.50%,"22,078"
7204,TECH,Bio-Techne Corporation,Healthcare,Biotechnology,USA,20.87B,154.82,536.90,0.73%,"194,761"
7205,TECK,Teck Resources Limited,Basic Materials,Other Industrial Metals & Mining,Canada,13.84B,108.64,24.77,0.36%,"4,682,286"
7206,TECL,Direxion Daily Technology Bull 3X Shares,Financial,Exchange Traded Fund,USA,-,-,65.59,3.96%,"1,328,788"
7207,TECS,Direxion Daily Technology Bear 3X Shares,Financial,Exchange Traded Fund,USA,-,-,4.15,-4.16%,"2,353,143"
7208,TEDU,"Tarena International, Inc.",Consumer Defensive,Education & Training Services,China,82.47M,-,1.49,0.00%,"424,753"
7209,TEF,"Telefonica, S.A.",Communication Services,Telecom Services,Spain,27.35B,2.52,4.81,1.26%,"1,515,653"
7210,TEI,Templeton Emerging Markets Income Fund,Financial,Closed-End Fund - Debt,USA,381.59M,-,7.95,0.25%,"134,876"
7211,TEKK,Tekkorp Digital Acquisition Corp.,Financial,Shell Companies,USA,305.62M,-,9.78,0.31%,"4,797"
7212,TEL,TE Connectivity Ltd.,Technology,Electronic Components,Switzerland,47.88B,28.37,144.00,2.46%,"1,161,270"
7213,TELA,"TELA Bio, Inc.",Healthcare,Medical Devices,USA,174.68M,-,12.92,2.70%,"20,574"
7214,TELL,Tellurian Inc.,Energy,Oil & Gas E&P,USA,1.63B,-,3.53,5.37%,"8,065,312"
7215,TEN,Tenneco Inc.,Consumer Cyclical,Auto Parts,USA,1.15B,-,14.22,3.04%,"464,589"
7216,TENB,"Tenable Holdings, Inc.",Technology,Software - Infrastructure,USA,5.02B,-,46.46,1.84%,"485,068"
7217,TENX,"Tenax Therapeutics, Inc.",Healthcare,Biotechnology,USA,31.12M,-,1.28,0.79%,"43,801"
7218,TEO,Telecom Argentina S.A.,Communication Services,Telecom Services,Argentina,1.22B,-,4.98,-0.20%,"97,786"
7219,TEQI,T. Rowe Price Equity Income ETF,Financial,Exchange Traded Fund,USA,-,-,34.81,1.52%,"4,253"
7220,TER,"Teradyne, Inc.",Technology,Semiconductor Equipment & Materials,USA,20.05B,23.42,119.74,1.21%,"2,478,828"
7221,TERM,EquityCompass Tactical Risk Manager ETF,Financial,Exchange Traded Fund,USA,-,-,21.85,1.11%,649
7222,TERN,"Terns Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,274.49M,-,10.93,1.39%,"33,542"
7223,TESS,TESSCO Technologies Incorporated,Technology,Communication Equipment,USA,51.08M,-,5.65,2.17%,"9,029"
7224,TETC,Tech and Energy Transition Corporation,Financial,Shell Companies,USA,467.25M,-,9.71,-0.10%,"1,202"
7225,TETCU,Tech and Energy Transition Corporation,Financial,Shell Companies,USA,-,-,9.97,1.12%,17
7226,TEVA,Teva Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Israel,10.34B,-,9.05,3.67%,"11,243,430"
7227,TEX,Terex Corporation,Industrials,Farm & Heavy Construction Machinery,USA,3.05B,20.59,43.48,3.33%,"726,754"
7228,TFC,Truist Financial Corporation,Financial,Banks - Regional,USA,76.14B,14.93,57.09,4.29%,"6,218,194"
7229,TFFP,"TFF Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,204.21M,-,8.11,0.25%,"286,773"
7230,TFI,SPDR Nuveen Bloomberg Barclays Municipal Bond ETF,Financial,Exchange Traded Fund,USA,-,-,51.88,-0.23%,"1,219,753"
7231,TFII,TFI International Inc.,Industrials,Trucking,Canada,12.82B,16.84,109.14,-0.31%,"129,277"
7232,TFIV,Global X TargetIncome 5 ETF,Financial,Exchange Traded Fund,USA,-,-,24.03,0.12%,"5,645"
7233,TFLO,iShares Treasury Floating Rate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,50.28,-0.01%,"11,685"
7234,TFSL,TFS Financial Corporation,Financial,Banks - Regional,USA,5.29B,69.56,18.99,1.44%,"161,801"
7235,TFX,Teleflex Incorporated,Healthcare,Medical Instruments & Supplies,USA,18.24B,52.49,389.30,1.56%,"198,005"
7236,TG,Tredegar Corporation,Basic Materials,Specialty Chemicals,USA,410.23M,21.47,12.58,0.64%,"169,845"
7237,TGA,TransGlobe Energy Corporation,Energy,Oil & Gas E&P,Canada,153.22M,-,2.07,4.02%,"251,357"
7238,TGB,Taseko Mines Limited,Basic Materials,Other Industrial Metals & Mining,Canada,517.82M,68.46,1.78,1.14%,"505,674"
7239,TGH,Textainer Group Holdings Limited,Industrials,Rental & Leasing Services,Bermuda,1.70B,8.89,34.34,4.54%,"495,559"
7240,TGI,"Triumph Group, Inc.",Industrials,Aerospace & Defense,USA,1.18B,-,18.24,1.67%,"581,227"
7241,TGLS,Tecnoglass Inc.,Industrials,Building Products & Equipment,Colombia,1.05B,19.15,21.95,2.62%,"271,370"
7242,TGNA,TEGNA Inc.,Communication Services,Broadcasting,USA,4.78B,7.97,21.50,-0.46%,"2,279,921"
7243,TGP,Teekay LNG Partners L.P.,Energy,Oil & Gas Midstream,Bermuda,1.46B,7.38,15.87,1.80%,"259,339"
7244,TGS,Transportadora de Gas del Sur S.A.,Energy,Oil & Gas Midstream,Argentina,686.20M,13.85,4.71,-3.68%,"112,907"
7245,TGT,Target Corporation,Consumer Defensive,Discount Stores,USA,118.57B,19.33,242.67,0.37%,"2,007,645"
7246,TGTX,"TG Therapeutics, Inc.",Healthcare,Biotechnology,USA,4.63B,-,33.08,3.93%,"975,397"
7247,TH,Target Hospitality Corp.,Energy,Oil & Gas Equipment & Services,USA,406.15M,-,3.89,-1.02%,"74,837"
7248,THC,Tenet Healthcare Corporation,Healthcare,Medical Care Facilities,USA,7.82B,18.76,72.67,-0.76%,"630,866"
7249,THCA,Tuscan Holdings Corp. II,Financial,Shell Companies,USA,196.34M,-,10.10,0.00%,"158,755"
7250,THCX,The Cannabis ETF,Financial,Exchange Traded Fund,USA,-,-,13.54,2.73%,"41,766"
7251,THD,iShares MSCI Thailand ETF,Financial,Exchange Traded Fund,USA,-,-,76.51,0.66%,"121,929"
7252,THFF,First Financial Corporation,Financial,Banks - Regional,USA,520.72M,9.28,40.46,1.91%,"42,546"
7253,THG,"The Hanover Insurance Group, Inc.",Financial,Insurance - Property & Casualty,USA,4.76B,9.70,132.59,1.84%,"144,144"
7254,THM,International Tower Hill Mines Ltd.,Basic Materials,Gold,Canada,139.01M,-,0.70,-2.24%,"112,749"
7255,THMAU,Thimble Point Acquisition Corp.,Financial,Shell Companies,USA,-,-,10.11,0.00%,10
7256,THMO,"ThermoGenesis Holdings, Inc.",Healthcare,Medical Devices,USA,25.88M,-,2.18,0.00%,"83,271"
7257,THO,"Thor Industries, Inc.",Consumer Cyclical,Recreational Vehicles,USA,6.10B,11.16,110.11,1.61%,"454,532"
7258,THQ,Tekla Healthcare Opportunities Fund,Financial,Closed-End Fund - Equity,USA,964.47M,-,23.33,0.73%,"68,360"
7259,THR,"Thermon Group Holdings, Inc.",Industrials,Specialty Industrial Machinery,USA,565.71M,70.78,17.20,7.03%,"448,338"
7260,THRM,Gentherm Incorporated,Consumer Cyclical,Auto Parts,USA,2.69B,23.62,82.11,2.18%,"138,859"
7261,THRY,"Thryv Holdings, Inc.",Communication Services,Internet Content & Information,USA,952.63M,5.66,28.31,1.03%,"161,378"
7262,THS,"TreeHouse Foods, Inc.",Consumer Defensive,Packaged Foods,USA,2.12B,36.58,38.52,-1.31%,"399,667"
7263,THTX,Theratechnologies Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,380.30M,-,4.02,7.20%,"2,940,119"
7264,THW,Tekla World Healthcare Fund,Financial,Closed-End Fund - Equity,USA,626.05M,-,16.84,0.54%,"75,329"
7265,THY,Toews Agility Shares Dynamic Tactical Income ETF,Financial,Exchange Traded Fund,USA,-,-,25.08,0.12%,"38,463"
7266,TIG,"Trean Insurance Group, Inc.",Financial,Insurance - Specialty,USA,533.84M,5.78,10.39,1.66%,"57,908"
7267,TIGO,Millicom International Cellular S.A.,Communication Services,Telecom Services,Luxembourg,3.73B,-,36.51,1.33%,"48,568"
7268,TIGR,UP Fintech Holding Limited,Financial,Capital Markets,China,1.88B,161.04,12.40,-0.16%,"3,485,340"
7269,TIL,"Instil Bio, Inc.",Healthcare,Biotechnology,USA,2.63B,-,21.76,1.21%,"466,179"
7270,TILE,"Interface, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,865.22M,17.93,14.63,1.32%,"428,087"
7271,TILT,FlexShares Morningstar US Market Factors Tilt Index Fund,Financial,Exchange Traded Fund,USA,-,-,173.28,1.37%,"5,945"
7272,TIMB,TIM S.A.,Communication Services,Telecom Services,Brazil,5.76B,12.57,11.63,0.69%,"258,177"
7273,TINV,Tiga Acquisition Corp.,Financial,Shell Companies,Singapore,347.78M,-,10.11,0.00%,"3,010"
7274,TIOA,Tio Tech A,Financial,Shell Companies,Germany,333.27M,-,9.66,0.00%,0
7275,TIOAU,Tio Tech A,Financial,Shell Companies,Germany,-,-,9.82,-0.81%,1
7276,TIP,iShares TIPS Bond ETF,Financial,Exchange Traded Fund,USA,-,-,128.14,-0.36%,"3,697,204"
7277,TIPT,Tiptree Inc.,Financial,Insurance - Specialty,USA,324.12M,6.05,9.71,0.73%,"99,513"
7278,TIPX,SPDR Bloomberg Barclays 1-10 Year TIPS ETF,Financial,Exchange Traded Fund,USA,-,-,21.09,-0.09%,"214,466"
7279,TIPZ,PIMCO Broad U.S. TIPS Index ETF,Financial,Exchange Traded Fund,USA,-,-,65.87,-0.41%,"42,703"
7280,TIRX,Tian Ruixiang Holdings Ltd,Financial,Insurance Brokers,China,46.27M,-,3.98,4.19%,"270,521"
7281,TISI,"Team, Inc.",Industrials,Specialty Business Services,USA,122.35M,-,3.59,0.56%,"463,988"
7282,TITN,Titan Machinery Inc.,Industrials,Industrial Distribution,USA,596.39M,17.96,25.84,1.65%,"129,126"
7283,TIXT,TELUS International (Cda) Inc.,Technology,Software - Infrastructure,Canada,12.25B,105.50,35.87,5.47%,"426,672"
7284,TJX,"The TJX Companies, Inc.",Consumer Cyclical,Apparel Retail,USA,85.10B,34.45,70.70,1.68%,"6,538,337"
7285,TK,Teekay Corporation,Energy,Oil & Gas Integrated,Bermuda,355.25M,-,3.44,4.24%,"302,825"
7286,TKAT,"Takung Art Co., Ltd.",Consumer Cyclical,Internet Retail,Hong Kong,108.08M,-,8.12,5.59%,"2,503,236"
7287,TKC,Turkcell Iletisim Hizmetleri A.S.,Communication Services,Telecom Services,Turkey,3.96B,7.02,4.47,-1.11%,"766,299"
7288,TKR,The Timken Company,Industrials,Tools & Accessories,USA,5.19B,14.43,67.48,1.31%,"525,723"
7289,TLC,"Taiwan Liposome Company, Ltd.",Healthcare,Biotechnology,Taiwan,297.91M,-,7.08,2.18%,"10,363"
7290,TLGT,"Teligent, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,33.82M,-,0.37,0.95%,"2,602,690"
7291,TLH,iShares Trust - iShares 10-20 Year Treasury Bond ETF,Financial,Exchange Traded Fund,USA,-,-,150.30,-1.72%,"68,685"
7292,TLIS,Talis Biomedical Corporation,Healthcare,Medical Devices,USA,197.54M,-,7.30,3.84%,"136,811"
7293,TLK,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,Communication Services,Telecom Services,Indonesia,24.49B,19.02,24.72,-1.55%,"748,409"
7294,TLMD,"SOC Telemed, Inc.",Healthcare,Medical Care Facilities,USA,246.97M,-,2.36,1.72%,"1,282,018"
7295,TLRY,"Tilray, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,5.33B,-,12.02,3.35%,"21,302,905"
7296,TLS,Telos Corporation,Technology,Information Technology Services,USA,2.12B,-,30.70,-2.85%,"391,483"
7297,TLSA,Tiziana Life Sciences PLC,Healthcare,Biotechnology,United Kingdom,154.88M,-,1.59,-0.62%,"126,315"
7298,TLT,iShares Trust - iShares 20+ Year Treasury Bond ETF,Financial,Exchange Traded Fund,USA,-,-,148.36,-2.26%,"23,812,982"
7299,TLTD,FlexShares Morningstar Developed Markets ex-US Factor Tilt Index Fund,Financial,Exchange Traded Fund,USA,-,-,74.26,1.08%,"20,547"
7300,TLTE,FlexShares Morningstar Emerging Markets Factor Tilt Index Fund,Financial,Exchange Traded Fund,USA,-,-,61.82,0.85%,"4,252"
7301,TLYS,"Tilly's, Inc.",Consumer Cyclical,Apparel Retail,USA,476.39M,11.00,15.22,3.26%,"192,221"
7302,TM,Toyota Motor Corporation,Consumer Cyclical,Auto Manufacturers,Japan,299.60B,9.47,182.79,0.66%,"205,493"
7303,TMAT,Main Thematic Innovation ETF,Financial,Exchange Traded Fund,USA,-,-,22.99,1.10%,"5,392"
7304,TMBR,"Timber Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,32.28M,23.95,0.91,1.05%,"427,253"
7305,TMC,TMC the metals company Inc.,Basic Materials,Other Industrial Metals & Mining,Canada,1.46B,-,5.46,-21.04%,"26,093,834"
7306,TMCI,"Treace Medical Concepts, Inc.",Healthcare,Medical Devices,USA,1.49B,-,29.13,3.12%,"101,892"
7307,TMDI,Titan Medical Inc.,Healthcare,Medical Devices,Canada,175.24M,-,1.60,0.00%,"209,222"
7308,TMDX,"TransMedics Group, Inc.",Healthcare,Medical Devices,USA,882.47M,-,31.36,1.52%,"169,129"
7309,TME,Tencent Music Entertainment Group,Communication Services,Internet Content & Information,China,12.64B,19.89,7.44,0.00%,"9,341,577"
7310,TMF,Direxion Daily 20+ Year Treasury Bull 3X Shares,Financial,Exchange Traded Fund,USA,-,-,28.59,-6.72%,"2,167,969"
7311,TMFC,Motley Fool 100 Index ETF,Financial,Exchange Traded Fund,USA,-,-,41.49,0.97%,"25,437"
7312,TMHC,Taylor Morrison Home Corporation,Consumer Cyclical,Residential Construction,USA,3.31B,8.13,26.73,0.60%,"1,410,843"
7313,TMKR,Tastemaker Acquisition Corp.,Financial,Shell Companies,USA,337.81M,-,9.80,0.10%,4
7314,TMKRU,Tastemaker Acquisition Corp.,Financial,Shell Companies,USA,-,-,10.06,0.00%,"1,500"
7315,TMO,Thermo Fisher Scientific Inc.,Healthcare,Diagnostics & Research,USA,224.71B,28.15,608.23,0.26%,"1,166,144"
7316,TMP,Tompkins Financial Corporation,Financial,Banks - Regional,USA,1.11B,11.99,77.92,2.78%,"23,121"
7317,TMPMU,Turmeric Acquisition Corp.,Financial,Shell Companies,USA,-,-,9.95,0.00%,0
7318,TMQ,Trilogy Metals Inc.,Basic Materials,Other Industrial Metals & Mining,Canada,341.40M,-,1.83,-3.68%,"163,772"
7319,TMST,TimkenSteel Corporation,Basic Materials,Steel,USA,625.10M,24.40,13.30,3.50%,"382,676"
7320,TMTS,Spartacus Acquisition Corporation,Financial,Shell Companies,USA,253.18M,-,10.11,0.05%,"4,419"
7321,TMUS,"T-Mobile US, Inc.",Communication Services,Telecom Services,USA,164.57B,41.89,130.94,2.51%,"8,137,220"
7322,TMV,Direxion Daily 20+ Year Treasury Bear 3X Shares,Financial,Exchange Traded Fund,USA,-,-,57.50,6.52%,"342,833"
7323,TMX,"Terminix Global Holdings, Inc.",Consumer Cyclical,Personal Services,USA,5.53B,95.92,44.22,0.75%,"695,653"
7324,TNA,Direxion Daily Small Cap Bull 3X Shares,Financial,Exchange Traded Fund,USA,-,-,89.38,5.39%,"8,051,127"
7325,TNC,Tennant Company,Industrials,Specialty Industrial Machinery,USA,1.40B,27.76,73.40,1.63%,"47,451"
7326,TNDM,"Tandem Diabetes Care, Inc.",Healthcare,Medical Devices,USA,7.95B,1254.90,125.49,1.18%,"437,359"
7327,TNET,"TriNet Group, Inc.",Industrials,Staffing & Employment Services,USA,6.29B,25.98,95.83,0.76%,"170,471"
7328,TNGX,"Tango Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.27B,-,14.79,-6.39%,"185,396"
7329,TNK,Teekay Tankers Ltd.,Energy,Oil & Gas Midstream,Canada,411.86M,-,12.16,-0.16%,"159,345"
7330,TNL,Travel + Leisure Co.,Consumer Cyclical,Travel Services,USA,4.99B,34.32,58.45,2.19%,"457,627"
7331,TNP,Tsakos Energy Navigation Limited,Energy,Oil & Gas Midstream,Greece,159.24M,-,8.73,5.95%,"145,136"
7332,TNXP,Tonix Pharmaceuticals Holding Corp.,Healthcare,Biotechnology,USA,227.95M,-,0.63,4.07%,"11,183,360"
7333,TNYA,"Tenaya Therapeutics, Inc.",Healthcare,Biotechnology,USA,917.64M,-,19.27,5.82%,"103,762"
7334,TOK,iShares MSCI Kokusai ETF,Financial,Exchange Traded Fund,USA,-,-,97.87,1.20%,164
7335,TOKE,Cambria Cannabis ETF,Financial,Exchange Traded Fund,USA,-,-,14.55,1.32%,"9,305"
7336,TOL,"Toll Brothers, Inc.",Consumer Cyclical,Residential Construction,USA,7.19B,11.54,59.89,-0.84%,"1,016,937"
7337,TOLZ,ProShares DJ Brookfield Global Infrastructure ETF,Financial,Exchange Traded Fund,USA,-,-,46.37,0.37%,"3,166"
7338,TOMZ,"TOMI Environmental Solutions, Inc.",Industrials,Pollution & Treatment Controls,USA,29.40M,-,1.66,-7.26%,"188,024"
7339,TOPS,Top Ships Inc.,Industrials,Marine Shipping,Greece,55.39M,-,1.38,6.98%,"881,799"
7340,TOTL,SPDR DoubleLine Total Return Tactical ETF,Financial,Exchange Traded Fund,USA,-,-,48.30,-0.19%,"244,383"
7341,TOUR,Tuniu Corporation,Consumer Cyclical,Travel Services,China,188.62M,-,1.57,5.37%,"202,603"
7342,TOWN,TowneBank,Financial,Banks - Regional,USA,2.17B,10.34,29.86,3.14%,"78,203"
7343,TPAY,Ecofin Digital Payments Infrastructure Fund,Financial,Exchange Traded Fund,USA,-,-,46.86,2.39%,"4,457"
7344,TPB,"Turning Point Brands, Inc.",Consumer Defensive,Tobacco,USA,929.14M,19.78,44.67,-0.04%,"133,722"
7345,TPC,Tutor Perini Corporation,Industrials,Engineering & Construction,USA,657.39M,5.53,12.89,4.80%,"211,588"
7346,TPGY,TPG Pace Beneficial Finance Corp.,Financial,Shell Companies,USA,466.91M,-,10.66,0.57%,"222,339"
7347,TPH,"Tri Pointe Homes, Inc.",Consumer Cyclical,Residential Construction,USA,2.44B,7.02,21.89,0.88%,"1,223,134"
7348,TPHD,Timothy Plan High Dividend Stock ETF,Financial,Exchange Traded Fund,USA,-,-,29.84,0.95%,"11,787"
7349,TPHS,Trinity Place Holdings Inc.,Real Estate,Real Estate - Diversified,USA,62.05M,-,1.98,-1.00%,"31,120"
7350,TPIC,"TPI Composites, Inc.",Industrials,Specialty Industrial Machinery,USA,1.27B,241.76,35.78,1.91%,"496,642"
7351,TPIF,Timothy Plan International ETF,Financial,Exchange Traded Fund,USA,-,-,29.67,1.35%,"6,728"
7352,TPL,Texas Pacific Land Corporation,Energy,Oil & Gas E&P,USA,9.69B,51.16,1307.04,3.14%,"25,118"
7353,TPLC,Timothy Plan US Large/Mid Cap Core ETF,Financial,Exchange Traded Fund,USA,-,-,35.88,0.79%,"5,519"
7354,TPOR,Direxion Daily Transportation Bull 3X Shares,Financial,Exchange Traded Fund,USA,-,-,35.18,4.70%,"96,126"
7355,TPR,"Tapestry, Inc.",Consumer Cyclical,Luxury Goods,USA,11.37B,15.43,40.35,3.51%,"3,274,294"
7356,TPSC,Timothy Plan US Small Cap Core ETF,Financial,Exchange Traded Fund,USA,-,-,33.11,1.61%,"1,984"
7357,TPST,Tempest Therapeutics Inc.,Healthcare,Biotechnology,USA,105.47M,-,15.11,1.75%,"21,932"
7358,TPTX,"Turning Point Therapeutics, Inc.",Healthcare,Biotechnology,USA,3.88B,-,78.00,2.42%,"163,560"
7359,TPVG,TriplePoint Venture Growth BDC Corp.,Financial,Asset Management,USA,498.08M,11.47,16.00,0.88%,"162,449"
7360,TPX,"Tempur Sealy International, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,9.75B,19.36,49.51,-0.16%,"1,601,506"
7361,TPYP,Tortoise North American Pipeline Fund,Financial,Exchange Traded Fund,USA,-,-,21.61,1.60%,"46,393"
7362,TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc.",Financial,Asset Management,USA,89.63M,-,13.04,0.85%,"27,551"
7363,TQQQ,ProShares UltraPro QQQ,Financial,Exchange Traded Fund,USA,-,-,141.39,2.78%,"33,997,788"
7364,TR,"Tootsie Roll Industries, Inc.",Consumer Defensive,Confectioners,USA,2.03B,34.15,30.19,-0.23%,"80,177"
7365,TRC,Tejon Ranch Co.,Industrials,Conglomerates,USA,473.21M,225.19,17.34,-0.23%,"109,392"
7366,TREB,Trebia Acquisition Corp.,Financial,Shell Companies,USA,641.13M,-,9.92,-0.30%,"328,565"
7367,TREC,Trecora Resources,Basic Materials,Specialty Chemicals,USA,197.32M,-,8.10,-0.86%,"30,004"
7368,TREE,"LendingTree, Inc.",Financial,Mortgage Finance,USA,2.10B,-,157.61,2.36%,"233,345"
7369,TREX,"Trex Company, Inc.",Industrials,Building Products & Equipment,USA,12.49B,63.69,107.57,-0.10%,"641,271"
7370,TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream,USA,11.13B,62.67,47.44,3.09%,"1,210,513"
